Honnan ered a következo folyó: Potomac?;Sziklás-hegység;Andok;Fekete-erdo;Guayanai-hegyvidék;1
Honnan ered a következo folyó: Rio Grande?;Appalache-hegység;Sziklás-hegység;Altaj;Közép-Afrika;2
Honnan ered a következo folyó: Savannah?;Appalache-hegység;Alpok;Kimberley-fennsík;Nagy-Vízválasztó-hegység;1
Honnan ered a következo folyó: Arkansas?;Franciaország;Sziklás-hegység;Alpok;Ruanda;2
Honnan ered a következo folyó: Conchos?;Pamír;Dél-Kínai-hegyvidék;Brazília;Nyugati Sierra Madre;4
Honnan ered a következo folyó: Orinoco?;Parima-hegység;Déli Sierra Madre;Törökország;Nagy-Hingan;1
Honnan ered a következo folyó: Apure?;Meridai-Kordillera;Sztanovoj-hegység;Tien-san;Parima-hegység;1
Honnan ered a következo folyó: Amazonas?;Andok;Brazil-magasföld;Északkeleti-Kárpátok;Valdaj-hátság;1
Honnan ered a következo folyó: Maranon?;Közép-Szibériai-fennsík;Észak-Nyugati-Kárpátok;Andok;Altaj;3
Honnan ered a következo folyó: Iguacu?;Parima-hegység;Himalája;Sztanovoj-hegység;Brazil-magasföld;4
Honnan ered a következo folyó: Paraguay?;Katanga-fennsík;Brazil-magasföld;Sziklás-hegység;Kongói-medence;2
Honnan ered a következo folyó: Pilcomajo?;Sziklás-hegység;Szemliki;Alpok;Brazil-magasföld;4
Honnan ered a következo folyó: Lachlan?;Nyugat-Ausztrália;Nagy-Vízválasztó-hegység;Alpok;Katanga-fennsík;2
Honnan ered a következo folyó: Fitzroy?;Észak-Nyugati-Kárpátok;Andok;Altaj;Kimberley-fennsík;4
Honnan ered a következo folyó: Vaal?;Szváziföld;Minnesota;Közép-Afrika;Etióp-magasföld;1
Honnan ered a következo folyó: Bahr-el-Gazál?;Parima-hegység;Közép-Afrika;Déli Sierra Madre;Himalája;2
Honnan ered a következo folyó: Kasai?;Nagy-Vízválasztó-hegység;Katanga-fennsík;Alpok;Észak-Ausztrália;2
Honnan ered a következo folyó: Bomu?;Tien-san;Nicaragua;Kolima-hegység;Kongói-medence;4
Honnan ered a következo folyó: Benue?;Közép-Afrika;Észak-Nyugati-Kárpátok;Brazil-magasföld;Fekete-erdo;1
Honnan ered a következo folyó: Fehér-Volta?;Nyugati Sierra Madre;Etióp-magasföld;Nagy-Hingan;Közép-Afrika;4
Honnan ered a következo folyó: Jenyiszej-Angara-Szelenga?;Fekete-erdo;Keleti-Kordillera;Altaj;Guayanai-hegyvidék;3
Honnan ered a következo folyó: Léna?;Nyugat-Szibéria;Sztanovoj-hegység;Közép-Afrika;Sziklás-hegység;2
Honnan ered a következo folyó: Viljuj?;Közép-Szibériai-fennsík;Sziklás-hegység;Himalája;Tien-san;1
Honnan ered a következo folyó: Amu-darja?;Futa-Dzsalon-Plató;Kamerun;Appalache-hegység;Pamír;4
Honnan ered a következo folyó: Jana?;Parima-hegység;Nagy-Hingan;Törökország;Verhojanszki-hegység;4
Honnan ered a következo folyó: Han?;Észak-Ausztrália;Qin-hegység;Alpok;Botswana;2
Honnan ered a következo folyó: Morva?;Valdaj-hátság;Brazil-magasföld;Észak-Nyugati-Kárpátok;Urál;3
Honnan ered a következo folyó: Ipoly?;Kimberley-fennsík;Észak-Nyugati-Kárpátok;Angola;Alpok;2
Honnan ered a következo folyó: Volga?;Közép-Afrika;Minnesota;Sziklás-hegység;Valdaj-hátság;4
Honnan ered a következo folyó: Dvina?;Valdaj-hátság;Katanga-fennsík;Franciaország;Szváziföld;1
Honnan ered a következo folyó: Inn?;Sziklás-hegység;Katanga-fennsík;Alpok;Kongói-medence;3
Honnan ered a következo folyó: Isére?;Alpok;Andok;Törökország;Verhojanszki-hegység;1
Honnan ered a következo folyó: Mosel?;Sziklás-hegység;Közép-Afrika;Franciaország;Altaj;3
Honnan ered a következo folyó: Indre?;Francia-középhegység;Fekete-erdo;Brazil-magasföld;Északkeleti-Kárpátok;1
Mikor volt az utolsó kitörése a következo vulkánnak Thíra?;1945;1720;1973;1983;1
Mikor volt az utolsó kitörése a következo vulkánnak Sutsey?;1909;1967;1970;1971;2
Mikor volt az utolsó kitörése a következo vulkánnak Szopka Tolbacsik?;1980;1967;1931;1707;3
Mikor volt az utolsó kitörése a következo vulkánnak Dempo?;1972;1940;1950;1823;2
Mikor volt az utolsó kitörése a következo vulkánnak Agung?;1927;1964;1972;1843;4
Mikor volt az utolsó kitörése a következo vulkánnak Asama?;1913;1950;1973;1911;3
Mikor volt az utolsó kitörése a következo vulkánnak Mt. St. Helens?;1896;1964;1934;1980;4
Mikor volt az utolsó kitörése a következo vulkánnak Atitlán?;1856;1983;1720;1973;1
Mikor volt az utolsó kitörése a következo vulkánnak Guallatiri?;1855;1913;1727;1876;2
Mikor volt az utolsó kitörése a következo vulkánnak Tutupaca?;1972;1967;1802;1728;3
Mikor volt az utolsó kitörése a következo vulkánnak Lastarria?;1896;1972;1950;1929;4
Mikor volt az utolsó kitörése a következo vulkánnak Villarica?;1939;1961;1971;1802;3
Mikor volt az utolsó kitörése a következo vulkánnak Mt. Ulawun?;1967;1973;1966;1917;2
Melyik állam területén található a következö vulkán Stromboli?;Réunion;Zaire;Olaszország;USA;3
Melyik állam területén található a következö vulkán Hekla?;Izland;Indonézia;Guatemala;Oroszország;1
Melyik állam területén található a következö vulkán Klucsevszkaja Szopka?;Tanzánia;Oroszország;Zaire;Chile;2
Melyik állam területén található a következö vulkán Semeru?;Görögország;Indonézia;Oroszország;USA;2
Melyik állam területén található a következö vulkán Szopka Sivelucs?;Indonézia;Oroszország;Peru;Chile;2
Melyik állam területén található a következö vulkán Ploszkij Tolbacsik?;Spanyolország;Oroszország;Tanzánia;Kolumbia;2
Melyik állam területén található a következö vulkán Marapi?;Panama;Indonézia;Salvador;Oroszország;2
Melyik állam területén található a következö vulkán Meru?;Uj-Zéland;USA;Tanzánia;Comore-szigetek;3
Melyik állam területén található a következö vulkán Kartala?;Portugália;Zöld-foki Köztársaság;Comore-szigetek;USA;3
Melyik állam területén található a következö vulkán Ponta do Pico?;Ecuador;Zaire;Kolumbia;Portugália;4
Melyik állam területén található a következö vulkán Mt. Shasta?;Uj-Zéland;Tanzánia;USA;Réunion;3
Melyik állam területén található a következö vulkán Lassen Peak?;Salvador;Martinique;USA;Indonézia;3
Melyik állam területén található a következö vulkán Redoubt?;USA;Japán;Guatemala;Oroszország;1
Melyik állam területén található a következö vulkán Poás?;Oroszország;Costa Rica;Indonézia;USA;2
Melyik állam területén található a következö vulkán Guallatiri?;Argentína;Indonézia;Chile;Japán;3
Melyik állam területén található a következö vulkán Cotopaxi?;Chile;Oroszország;Indonézia;Ecuador;4
Melyik állam területén található a következö vulkán Lascar?;Ecuador;Fülöp-szigetek;Indonézia;Chile;4
Melyik állam területén található a következö vulkán Villarica?;Chile;Olaszország;Izland;USA;1
Melyik állam területén található a következö vulkán Hualalai?;Argentína;Indonézia;Peru;USA;4
Melyik versenyszámban indult Baczakó Péter (1980,Moszkva)?;könnyusúly;kard;agyaggalamblövés;félnehézsúly;4
Melyik versenyszámban indult Darnyi Tamás (1988,Szöul)?;200 m vegyes;párbajtor;kalapácsvetés;tor;1
Melyik versenyszámban indult Darnyi Tamás (1992,Barcelona)?;gyuru;kötött fogás légsúly;200 m vegyes;lólengés;3
Melyik versenyszámban indult Egerszegi Krisztina (1996,Atlanta)?;200 m mell;200 m hát;kard;ötalakos gyorspisztoly 25 m;2
Melyik versenyszámban indult Férfi kajak kettes (2000,Sydney)?;légsúly;kajak kettes 500 m;kenu 1000 m;kard;2
Melyik versenyszámban indult Férfi kenu kettes (1980,Moszkva)?;kenu kettes 500 m;kard;párbajtor;nagyváltósúly;1
Melyik versenyszámban indult Gerevich Aladár (1948,London)?;muszabadgyakorlat;100 m gyors;párbajtor;kard;4
Melyik versenyszámban indult Gyulay Zsolt (1988,Szöul)?;kötött fogás nehézsúly;gyuru;kalapácsvetés;kajak 500 m;4
Melyik versenyszámban indult Halmay Zoltán (1904,St. Louis)?;50 yard gyors;kard;kötött fogás váltósúly;kajak 1000 m;1
Melyik versenyszámban indult Kard csapat (1908,London)?;hadipuska 300 m;100 m gyors;könnyusúly;kard;4
Melyik versenyszámban indult Kard csapat (1932,Los Angeles)?;200 m hát;kalapácsvetés;kötött fogás 82 kg;kard;4
Melyik versenyszámban indult Kard csapat (1948,London)?;szabad fogás légsúly;kard;felemáskorlát;kalapácsvetés;2
Melyik versenyszámban indult Keleti Agnes (1956,Melbourne)?;sportpuska, fekvo;kard;ötalakos gyorspisztoly 25 m;felemáskorlát;4
Melyik versenyszámban indult Kocsis Antal (1928,Amszterdam)?;kard;légsúly;kenu kettes 500 m;nagyváltósúly;2
Melyik versenyszámban indult Kovács Agnes (2000,Sydney)?;200 m hát;kötött fogás könnyusúly;kalapácsvetés;200 m mell;4
Melyik versenyszámban indult Kulcsár Gyozo (1968,Mexikóváros)?;szabad fogás nehézsúly;kard;szabad fogás légsúly;párbajtor;4
Melyik versenyszámban indult Mezo Ferenc (1928,Amszterdam)?;epikai muvek;100 m gyors;muszabadgyakorlat;kard;1
Melyik versenyszámban indult Nagy Tímea (2000,Sydney)?;kard;kenu kettes 500 m;4X100 m gyorsváltó;párbajtor;4
Melyik versenyszámban indult Onodi Henrietta (1992,Barcelona)?;ugrás;kard;kenu kettes 500 m;kajak kettes 500 m;1
Melyik versenyszámban indult Párbajtor csapat (1964,Tokió)?;légsúly;felemáskorlát;kalapácsvetés;párbajtor;4
Melyik versenyszámban indult Párbajtor csapat (1968,Mexikóváros)?;100 m gyors;kard;200 m mell;párbajtor;4
Melyik versenyszámban indult Prokopp Sándor (1912,Stockholm)?;100 yard gyors;muszabadgyakorlat;hadipuska 300 m;kötött fogás pehelysúly;3
Melyik versenyszámban indult Székely Éva (1952,Helsinki)?;sportpuska, fekvo;kard;kötött fogás könnyusúly;200 m mell;4
Melyik versenyszámban indult Szilvásy Miklós (1952,Helsinki)?;kötött fogás 57 kg;kenu 1000 m;kötött fogás váltósúly;kard;3
Melyik versenyszámban indult Török Gyula (1960,Róma)?;szabad fogás könnyusúly;felemáskorlát;légsúly;tor;3
Melyik versenyszámban indult Weisz Richárd (1908,London)?;kajak négyes 1000 m;kötött fogás nehézsúly;tor;párbajtor;2
Melyik versenyszámban indult Zombori Ödön (1936,Berlin)?;gyuru;szabad fogás légsúly;harmatsúly;párbajtor;2
Mikor szerzett érmet Csik Ferenc úszás szakágban?;1928;1936;1964;1932;2
Mikor szerzett érmet Czene Attila úszás szakágban?;1996;1964;1924;1932;1
Mikor szerzett érmet Énekes István ökölvívás szakágban?;1968;1932;1952;1948;2
Mikor szerzett érmet Fuchs Jeno vívás szakágban?;1992;1976;1908;1952;3
Mikor szerzett érmet Gyenge Valéria úszás szakágban?;1952;1912;1988;1924;1
Mikor szerzett érmet Gyulay Zsolt kajak-kenu szakágban?;1988;1964;1948;1896;1
Mikor szerzett érmet Kabos Endre vívás szakágban?;1972;2000;1988;1936;4
Mikor szerzett érmet Kárpáti Rudolf vívás szakágban?;1952;1928;1956;2000;3
Mikor szerzett érmet Keresztes Lajos birkózás szakágban?;1928;1988;1908;1952;1
Mikor szerzett érmet Kovács Pál vívás szakágban?;1988;1964;1936;1952;4
Mikor szerzett érmet Kulcsár Gyozo vívás szakágban?;1992;1968;1996;1960;2
Mikor szerzett érmet Labdarúgó csapat labdarúgás szakágban?;1952;1996;1988;1936;1
Mikor szerzett érmet Noi kajak négyes kajak-kenu szakágban?;1992;1968;1952;1956;1
Mikor szerzett érmet Noi tor csapat vívás szakágban?;1996;1964;1952;1968;2
Mikor szerzett érmet noi úszócsapat úszás szakágban?;1952;1948;1972;1932;1
Mikor szerzett érmet Pelle István torna szakágban?;1932;1960;1952;1912;1
Mikor szerzett érmet Repka Attila birkózás szakágban?;1928;1976;1952;1992;4
Mikor szerzett érmet Szabó József úszás szakágban?;1936;1988;1972;1964;2
Mikor szerzett érmet Takács Károly sportlövészet szakágban?;1964;1936;1948;1960;3
Mikor szerzett érmet Varga Károly sportlövészet szakágban?;1980;1960;1952;1988;1
Mikor szerzett érmet Vízilabda csapat vízilabda szakágban?;1912;1928;1932;1952;3
Mikor szerzett érmet Zsivótzky Gyula atlétika szakágban?;1996;1960;1988;1968;4
Milyen szakágban ért el eredményt Csík Tibor?;vívás;kajak-kenu;atlétika;ökölvívás;4
Milyen szakágban ért el eredményt Czene Attila?;torna;labdarúgás;úszás;vívás;3
Milyen szakágban ért el eredményt Férfi kajak kettes?;úszás;atlétika;kajak-kenu;birkózás;3
Milyen szakágban ért el eredményt Fuchs Jeno?;ökölvívás;vívás;úszás;sportlövészet;2
Milyen szakágban ért el eredményt Gedó György?;kajak-kenu;ökölvívás;vívás;úszás;2
Milyen szakágban ért el eredményt Hammerl László?;vívás;ökölvívás;sportlövészet;atlétika;3
Milyen szakágban ért el eredményt Hódos Imre?;atlétika;birkózás;cselgáncs;öttusa;2
Milyen szakágban ért el eredményt Kard csapat?;sportlövészet;úszás;birkózás;vívás;4
Milyen szakágban ért el eredményt Kocsis Antal?;torna;vízilabda;vívás;ökölvívás;4
Milyen szakágban ért el eredményt Kovács István?;súlyemelés;ökölvívás;torna;birkózás;2
Milyen szakágban ért el eredményt Kobán Rita?;úszás;birkózás;vívás;kajak-kenu;4
Milyen szakágban ért el eredményt Mezo Ferenc?;úszás;birkózás;vízilabda;muvészeti verseny;4
Milyen szakágban ért el eredményt Noi kajak négyes?;birkózás;úszás;kajak-kenu;muvészeti verseny;3
Milyen szakágban ért el eredményt Noi tor csapat?;vívás;vízilabda;birkózás;atlétika;1
Milyen szakágban ért el eredményt Öttusa csapat?;kajak-kenu;öttusa;atlétika;vívás;2
Milyen szakágban ért el eredményt Polyák Imre?;atlétika;ökölvívás;kajak-kenu;birkózás;4
Milyen szakágban ért el eredményt Prokopp Sándor?;atlétika;sportlövészet;úszás;cselgáncs;2
Milyen szakágban ért el eredményt Szabó József?;úszás;birkózás;torna;öttusa;1
Milyen szakágban ért el eredményt Tersztyánszky Ödön?;vívás;ökölvívás;öttusa;súlyemelés;1
Milyen szakágban ért el eredményt Török Ferenc?;öttusa;úszás;labdarúgás;torna;1
Milyen szakágban ért el eredményt Vízilabda csapat?;vízilabda;ökölvívás;kajak-kenu;öttusa;1
Mit mér: (magyar) akó?;síkszög;adatmennyiség;folyadékok surusége;térfogat;4
Mit mér: amper?;teljesítmény;térfogat;elektromos áramerosség;tömeg;3
Mit mér: barye?;tömeg;nyomás;teljesítmény;fényáram;2
Mit mér: Beaufort-skála?;szélerosség;mágneses indukció;térfogat;meddo teljesítmény;1
Mit mér: biot?;kinematikai viszkozitás;elektromos áramerosség;hosszúság;ero;2
Mit mér: csomó?;hosszúság;ero;síkszög;sebesség;4
Mit mér: dioptria?;fényáram;teljesítmény;töroképesség;tömeg;3
Mit mér: dyn?;terület;térfogat;hoennyiség;ero;4
Mit mér: franklin?;mágneses térerosség;tömeg;elektromos töltés;térfogat;3
Mit mér: hektár?;elektromos áramerosség;fénysuruségérzet;ido;terület;4
Mit mér: henry?;ido;nyomás;induktivitás;terület;3
Mit mér: karát?;aranytartalom;terület;elktromos teljesítmény;teljesítmény;1
Mit mér: kelvin?;térfogat;tömeg;nyomás;termodinamikai homérséklet;4
Mit mér: láb?;ero;entrópia;adatmennyiség;hosszúság;4
Mit mér: magyar hold?;frekvencia;terület;hosszúság;kinematikai viszkozitás;2
Mit mér: tengeri mérföld?;homérséklet;térfogat;hosszúság;tömeg;3
Mit mér: angol mérföld?;térfogat;energia;hosszúság;tömeg;3
Mit mér: négyszögöl?;hoennyiség;hosszúság;nyomás;terület;4
Mit mér: óra?;ido;adatmennyiség;kisugárzott felületi fényáram;radioaktivitás;1
Mit mér: pentád?;hosszúság;homérséklet;térfogat;ido;4
Mit mér: pond?;tömeg;térfogat;elektromos töltés;ero;4
Mit mér: Réaumur-fok?;térfogat;síkszög;homérséklet;beuméret;3
Mit mér: regisztertonna?;térfogat;hosszúság;radioaktivitás;mágneses térerosség;1
Mit mér: uncia?;elektromos áramerosség;tömeg;homérséklet;kisugárzott felületi fényáram;2
Mit mér: rof?;megvilágítás;hosszúság;tömeg;térfogat;2
Mit mér: röntgen?;homérséklet;hosszúság;tömeg;besugárzási dózis;4
Mit mér: ujj?;tömeg;hosszúság;munka;homérséklet;2
Mit mér: sing?;adatátviteli sebesség;mágneses térerosség;anyagmennyiség;hosszúság;4
Mit mér: log?;mágneses fluxus;hosszúság;térfogat;terület;3
Mit mér: mina?;hosszúság;tömeg;térfogat;homérséklet;2
Mit mér: volt?;elektromos feszültség;gyorsulás;hosszúság;kinematikai viszkozitás;1
Mit mér: voltamper?;elktromos teljesítmény;homérséklet;ero;sebesség;1
Milyen egységben mérjük: nyomás?;atm;O;A*h;d;1
Milyen egységben mérjük: radioaktivitás?;Gy;Hz;Bq;tex;3
Milyen egységben mérjük: homérséklet?;lx;°C;V;W*h;2
Milyen egységben mérjük: elektromos töltés?;erg;dB;C;Gal;3
Milyen egységben mérjük: kinematikai viszkozitás?;p;Cl;°E;Ci;3
Milyen egységben mérjük: homérséklet?;O;at;°F;d;3
Milyen egységben mérjük: gyorsulás?;Gal;kn;cm;bit;1
Milyen egységben mérjük: induktivitás?;BRT;kn;H;rad;3
Milyen egységben mérjük: hoennyiség?;K;cal;ft;cd;2
Milyen egységben mérjük: homérséklet?;°K;at; ?öl;d;1
Milyen egységben mérjük: megvilágítás?;lx;bar;°Bé;N;1
Milyen egységben mérjük: mágneses fluxus?;Mx;t;dyn*s /cm5;V;1
Milyen egységben mérjük: ero?;d;N;mol;atm;2
Milyen egységben mérjük: hosszúság?;Fr;rd;F;pc;4
Milyen egységben mérjük: síkszög?;?;C;ph;kp;1
Milyen egységben mérjük: dózisegyenérték?;dyn*s /cm5;mol;?;rem;4
Milyen egységben mérjük: mágneses indukció?;p;T;Cl;°;2
Milyen egységben mérjük: nyomás?;Torr;W;lm*s;Mx;1
Milyen egységben mérjük: mágneses fluxus?;m;W*h;Wb;Aó;3
Mi a kövtekezo mennyiség jele: elektromos töltés?;?;Q;l;F;2
Mi a kövtekezo mennyiség jele: nyomás?;p;t;F;l;1
Mi a kövtekezo mennyiség jele: homérséklet?;t;l;V;m;1
Mi a kövtekezo mennyiség jele: kinematikai viszkozitás?;F;t;?;MV;3
Mi a kövtekezo mennyiség jele: munka?;R;t;W;p;3
Mi a kövtekezo mennyiség jele: térfogat?;?;f;V;l;3
Mi a kövtekezo mennyiség jele: induktivitás?;V;m;P;L;4
Mi a kövtekezo mennyiség jele: hosszúság?;A;l;H;V;2
Mi a kövtekezo mennyiség jele: tömeg?;m;V;p;L;1
Mi a kövtekezo mennyiség jele: hosszúság?;V;l;Q;W;2
Mi a kövtekezo mennyiség jele: teljesítmény?;a;P;G;K;2
Mi a kövtekezo mennyiség jele: tömeg?;m;W;l;V;1
Mi a kövtekezo mennyiség jele: anyagmennyiség?;n;I;V;l;1
Mi a kövtekezo mennyiség jele: mágneses térerosség?;m;A;H;Q;3
Mi a kövtekezo mennyiség jele: ido?;l;m;t;W;3
Mi a kövtekezo mennyiség jele: kisugárzott felületi fényáram?;V;F;MV;l;3
Mi a kövtekezo mennyiség jele: hosszúság?;H;l;Q;m;2
Mi a kövtekezo mennyiség jele: besugárzási dózis?;l;X;LN;A;2
Mi a kövtekezo mennyiség jele: tömeg?;F;m;l;C;2
Mi a kövtekezo mennyiség jele: nyomás?;T;F;S;p;4
"Milyen eredet? a következö kifejezés: ""spektrum""";görög;szláv;francia-német;latin;4
"Milyen eredet? a következö kifejezés: ""spongya""";német;latin;francia-német;görög;4
"Milyen eredet? a következö kifejezés: ""stafírung""";görög;angol;latin;német;4
"Milyen eredet? a következö kifejezés: ""statáriális""";latin;francia-német;görög;török;1
"Milyen eredet? a következö kifejezés: ""stimulus""";latin;jiddis;olasz-francia;görög;1
"Milyen eredet? a következö kifejezés: ""studíroz""";olasz;francia;latin;német;4
"Milyen eredet? a következö kifejezés: ""surplus""";görög-latin;francia;latin;francia-német;2
"Milyen eredet? a következö kifejezés: ""szaldó""";francia;latin;olasz;görög;3
"Milyen eredet? a következö kifejezés: ""szedál""";latin;görög;német;francia;1
"Milyen eredet? a következö kifejezés: ""szekretariátus""";francia;latin;szerb-horvát;angol;2
"Milyen eredet? a következö kifejezés: ""szemafor""";olasz;görög;latin-német;latin;2
"Milyen eredet? a következö kifejezés: ""szeparé""";francia;latin;görög-latin;német;1
"Milyen eredet? a következö kifejezés: ""szervíroz""";francia-német;latin;latin-francia;angol;1
"Milyen eredet? a következö kifejezés: ""szieszta""";spanyol;latin;német;görög-latin;1
"Milyen eredet? a következö kifejezés: ""szimplifikáció""";francia-német;francia;olasz;latin;4
"Milyen eredet? a következö kifejezés: ""szindróma""";német;görög;latin;francia-német;2
"Milyen eredet? a következö kifejezés: ""szinopszis""";angol;török;görög;latin;3
"Milyen eredet? a következö kifejezés: ""sztratifikáció""";német;francia-német;görög;latin;4
"Milyen eredet? a következö kifejezés: ""szuggesztió""";német;olasz;görög;latin;4
"Milyen eredet? a következö kifejezés: ""szukcesszor""";angol;latin-francia;görög;latin;4
"Milyen eredet? a következö kifejezés: ""szuverenitás""";francia;latin;görög-latin;német;1
"Milyen eredet? a következö kifejezés: ""taksa""";francia-német;latin;görög;német;2
"Milyen eredet? a következö kifejezés: ""talizmán""";német;latin;görög-latin;görög-arab;4
Hogy mondanád másképp: nyárspolgár?;inspiráció;volumetria;zelóta;filiszter;4
Hogy mondanád másképp: törzsfejlodés?;hippodrom;filogenezis;top;imprinting;2
Hogy mondanád másképp: rögeszme?;obligáció;barbakán;fixa idea;pamflet;3
Hogy mondanád másképp: nyomdai hasáb?;schisma;flekk;revizor;reiteráció;2
Hogy mondanád másképp: folyékonyság?;viadukt;koefficiens;ablegátus;fluiditás;4
Hogy mondanád másképp: áramlás?;fixa idea;simplex;fluxus;sifonér;3
Hogy mondanád másképp: töredék?;fragmentum;smafu;farizeus;rurális;1
Hogy mondanád másképp: közhely?;peregrinus;frázis;postscriptum;dementál;2
Hogy mondanád másképp: látogat?;frekventál;meditáció;narcizmus;akkumuláció;1
Hogy mondanád másképp: orjöngo?;agglomerátum;lunátikus;agitál;furiózus;4
Hogy mondanád másképp: réteges falemez?;furnér;kolerikus;vindikáció;abonál;1
Hogy mondanád másképp: üszkösödés?;poligámia;didaktika;prohibíció;gangréna;4
Hogy mondanád másképp: pokol, kárhozat?;epitáfium;replika;gyehenna;rotunda;3
Hogy mondanád másképp: 17 szótagú japán versforma?;acta;kataszter;zseneroz;haiku;4
Hogy mondanád másképp: hasfelmetszés?;bikefál;offenzíva;harakiri;parciális;3
Hogy mondanád másképp: mesterhármas?;hat-trick;altruista;memorábilis;negáció;1
Hogy mondanád másképp: napszúrás?;profán;plezúr;daktiloszkópia;heliosis;4
Hogy mondanád másképp: májgyulladás?;tacepao;hirig;hepatitis;hierográfia;3
Hogy mondanád másképp: eretnek?;celebritás;percepció;portál;heretikus;4
Hogy mondanád másképp: tétovázás?;hezitáció;szimultán;hapták;hektikus;1
Hogy mondanád másképp: álszent, képmutató?;agglomeráció;lokalizálás;hipokrita;adhézió;3
Hogy mondanád másképp: alárendelés?;hipotaxis;abnormitás;joystick;vicinális;1
Hogy mondanád másképp: emberevo?;kurázsi;abszcissza;homofág;adulterium;3
Hogy mondanád másképp: nedvesség?;faszcináció;humiditás;rotunda;reprodukció;2
Hogy mondanád másképp: sárgaság?;odaliszk;icterus;objektivitás;ankét;2
Hogy mondanád másképp: bálványimádás?;regula;idolátria;review;exhumálás;2
Hogy mondanád másképp: nem törvényes?;illegitim;inkrementum;territoriális;imbisz;1
Hogy mondanád másképp: híres?;illusztris;szekvenciális;grenadírmars;szukcesszor;1
Hogy mondanád másképp: bennerejlés?;ziccer;instinktív;vagabundus;immanencia;4
Hogy mondanád másképp: megvalósítás?;bazíroz;implementáció;obszcenitás;anomália;2
Hogy mondanád másképp: tiszteletet kelto, nagyszabású?;tréma;impozáns;indignáció;verbális;2
Hogy mondanád másképp: terméketlenség?;rezerváció;rekommendál;expanzió;improduktivitás;4
Hogy mondanád másképp: határozatlan?;silabizál;indefinit;flagellum;sitt;2
Hogy mondanád másképp: közöny?;diktátum;polifág;indifferencia;progresszió;3
Hogy mondanád másképp: kiadatlan mu?;ineditum;fátum;rüsztig;esszencia;1
Hogy mondanád másképp: alsóbbrenduség?;memoár;necesszitás;akkumulátor;inferioritás;4
Hogy mondanád másképp: felszereltség?;infrastruktúra;hematoszkópia;ignorancia;szinopszis;1
Hogy mondanád másképp: növekedés?;inkrementum;asszimiláció;ambiguitás;nexus;1
Hogy mondanád másképp: szervesen hozzátartozó?;integráns;ziher;katzenjammer;vagabundus;1
Hogy mondanád másképp: szándék?;geológia;studíroz;intenció;hangerli;3
Hogy mondanád másképp: önmegfigyelés?;spangli;szedál;introspekció;frivol;3
Hogy mondanád másképp: a küso világtól elforduló?;sifonér;explicit;introvertált;richtig;3
Hogy mondanád másképp: joggyakornok?;lakonikus;matrimónium;aerofágia;jurátus;4
Hogy mondanád másképp: tintatartó?;zsén;kavalkád;kalamáris;katamarán;3
Hogy mondanád másképp: sárcipo?;smasszer;frázis;kalocsni;ferocitas;3
Hogy mondanád másképp: fogda?;rezultáns;extraktum;karcer;firhang;3
Hogy mondanád másképp: jótékony?;karitatív;religiozitás;rabiátus;durábilis;1
Hogy mondanád másképp: kettos törzsu hajó?;flexibilitás;katamarán;genealógia;statáriális;2
Hogy mondanád másképp: megnevezés, elnevezés?;ováció;oriens;atrocitás;nomináció;4
Hogy mondanád másképp: északi?;kuriózum;kommentál;nordikus;advantage;3
Hogy mondanád másképp: jelölés?;notáció;statáriális;genuin;stimulus;1
Hogy mondanád másképp: tápláló?;trapp;individualitás;nutritív;japáner;3
Hogy mondanád másképp: tárgyilagosság?;drezina;prerogatíva;deszcendencia;objektivitás;4
Hogy mondanád másképp: kényszerképzet?;obsessio;amator;aktor;opportunizmus;1
Hogy mondanád másképp: hivatal, tisztség?;orogenezis;caritas;autenticitás;offícium;4
Hogy mondanád másképp: nyugat?;kronológia;okcidens;aer;abszolutórium;2
Hogy mondanád másképp: mindenhatóság?;omnipotencia;farmakológia;rurális;felonia;1
Hogy mondanád másképp: elvtelenség, megalkuvás?;szkeleton;heliosis;opportunizmus;ignobilis;3
Hogy mondanád másképp: elnyomás?;sofíroz;speciel;oppresszió;frusztráció;3
Hogy mondanád másképp: helyesírás?;ortográfia;skandalum;stagnál;flash;1
Hogy mondanád másképp: pogányság?;absztrakció;aerofóbia;paganizmus;kurír;3
Hogy mondanád másképp: nemzetközi szerzodés, egyezmény?;paktum;zseneroz;interceptor;kataszter;1
Hogy mondanád másképp: politikai vitairat, gúnyirat?;permanencia;citadella;pamflet;dependencia;3
Hogy mondanád másképp: napernyo?;parazol;exitus;rezultátum;extravagancia;1
Hogy mondanád másképp: eloke?;partedli;nímand;ambivalencia;asszociáció;1
Hogy mondanád másképp: pénz, vagyon?;pecunia;fennek;fragmentum;sanctuarium;1
Hogy mondanád másképp: sajátságos?;pekuliáris;aggiornamento;kontradikció;adhézió;1
Hogy mondanád másképp: öttusa?;pentatlon;ordré;nomináció;aspektus;1
Hogy mondanád másképp: százalék?;kollaboráció;percent;adulterium;abszcissza;2
Hogy mondanád másképp: körülírás?;recesszió;diminúció;proponens;perifrázis;4
Hogy mondanád másképp: a lényeget érinto?;szilvikultúra;gigász;hecsedli;pertinens;4
Hogy mondanád másképp: talapzat?;psalmus;prekoncepció;piedesztál;dependencia;3
Hogy mondanád másképp: elemi képpont?;graciózus;pixel;szekundáns;furiózus;2
Hogy mondanád másképp: képlékenység, formálhatóság?;plaszticitás;ale;moira;misztifikáció;1
